@relation CornellMovies_v2

@attribute positive_adjectives_count numeric
@attribute negative_adjectives_count numeric
@attribute positive_to_negative_ratio_of_adjectives_count numeric
@attribute positive_to_negative_ratio_of_adverbs_count numeric
@attribute positive_adverbs_count_and_bigrams_with_adverbs numeric
@attribute negative_adverbs_count_and_bigrams_with_adverbs numeric
@attribute positive_adjectives_count_and_bigrams_with_adjectives numeric
@attribute negative_adjectives_count_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adjectives_count_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adverbs_count_and_bigrams_with_adverbs numeric
@attribute selected_ngrams_count numeric
@attribute original_document_size numeric
@attribute positive_unigrams_and_bigrams_count numeric
@attribute negative_unigrams_and_bigrams_count numeric
@attribute percentage_of_negated_ngrams_by_document_size numeric
@attribute positive_to_negative_ratio_of_unigrams_and_bigrams_count numeric
@attribute positive_unigrams_bigrams_and_trigrams_count numeric
@attribute negative_unigrams_bigrams_and_trigrams_count numeric
@attribute positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_count numeric
@attribute positive_adjectives_sum numeric
@attribute negative_adjectives_sum numeric
@attribute positive_to_negative_ratio_of_adjectives_sum numeric
@attribute positive_to_negative_ratio_of_adverbs_sum numeric
@attribute sum_ratio_of_positive_adjectives numeric
@attribute sum_ratio_of_positive_adverbs numeric
@attribute sum_ratio_of_negative_adjectives numeric
@attribute sum_ratio_of_negative_adverbs numeric
@attribute positive_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute negative_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute positive_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute negative_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute sum_ratio_of_positive_adjectives_and_bigrams_with_adjectives numeric
@attribute sum_ratio_of_negative_adjectives_and_bigrams_with_adjectives numeric
@attribute sum_ratio_of_positive_adverbs_and_bigrams_with_adverbs numeric
@attribute sum_ratio_of_negative_adverbs_and_bigrams_with_adverbs numeric
@attribute positive_unigrams_and_bigrams_sum numeric
@attribute negative_unigrams_and_bigrams_sum numeric
@attribute sum_ratio_of_positive_unigrams_and_bigrams numeric
@attribute sum_ratio_of_negative_unigrams_and_bigrams numeric
@attribute positive_to_negative_ratio_of_unigrams_and_bigrams_sum numeric
@attribute positive_unigrams_bigrams_and_trigrams_sum numeric
@attribute negative_unigrams_bigrams_and_trigrams_sum numeric
@attribute sum_ratio_of_positive_unigrams_bigrams_and_trigrams numeric
@attribute sum_ratio_of_negative_unigrams_bigrams_and_trigrams numeric
@attribute positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_sum numeric
@attribute max_rule_for_adjective numeric
@attribute max_rule_for_adverbs_and_bigrams_with_adverbs numeric
@attribute max_rule_for_adjective_and_bigrams_with_adjectives numeric
@attribute max_rule_for_unigrams_and_bigrams numeric
@attribute max_rule_for_unigrams_bigrams_and_trigrams numeric
@attribute polarity {positive,negative}

@data
43,24,19,4,6,2,47,34,13,4,90,840,53,36,0.008333,17,53,37,16,10.800086,-8.651823,2.148263,0.014653,0.012857,0.000858,-0.0103,-0.000841,0.720883,-0.70623,12.544991,-11.465988,1.079003,0.014653,0.014935,-0.01365,0.000858,-0.000841,13.265874,-12.172218,0.015793,-0.014491,1.093656,13.265874,-12.573068,0.015793,-0.014968,25.838942,0,0,0,0,0,negative
14,12,2,4,6,3,21,17,4,3,47,679,27,20,0,7,27,20,7,3.912735,-4.698233,-0.785498,0.81178,0.005762,0.001276,-0.006919,-0.00008,1.24118,-0.154395,6.829738,-7.344135,-0.514397,1.086785,0.010059,-0.010816,0.001828,-0.000227,8.070918,-7.49853,0.011886,-0.011043,0.572388,8.070918,-7.49853,0.011886,-0.011043,15.569448,0,1,0,0,0,negative
26,15,11,0,0,0,30,22,8,0,52,561,30,22,0.01426,8,30,22,8,8.90843,-6.88065,2.02778,0,0.01588,0,-0.012265,0,0,0,9.4671,-8.44279,1.02431,0,0.016875,-0.01505,0,0,9.4671,-8.44279,0.016875,-0.01505,1.02431,9.4671,-8.44279,0.016875,-0.01505,17.90989,0,-1,0,0,0,negative
61,32,29,4,13,10,77,40,37,3,140,1350,90,50,0.004444,40,90,50,40,15.140875,-12.297828,2.843048,-0.091988,0.011215,0.000773,-0.00911,-0.000841,1.043347,-1.602285,19.413155,-14.836941,4.576214,-0.558938,0.01438,-0.01099,0.000773,-0.001187,20.456502,-16.439226,0.015153,-0.012177,4.017276,20.456502,-16.439226,0.015153,-0.012177,36.895727,0,0,0,0,0,positive
51,21,30,-3,2,6,64,32,32,-4,104,1205,66,38,0.005809,28,66,38,28,11.06759,-5.288666,5.778924,-0.32861,0.009185,0.000147,-0.004389,-0.000419,0.397429,-1.08912,15.573018,-9.142914,6.430104,-0.691691,0.012924,-0.007587,0.00033,-0.000904,15.970446,-10.232034,0.013253,-0.008491,5.738413,15.970446,-10.232034,0.013253,-0.008491,26.20248,0,0,1,1,1,negative
53,27,26,2,8,3,57,35,22,5,104,1044,65,38,0.004789,27,66,38,28,12.75233,-11.268375,1.483955,-0.298615,0.012215,0.000456,-0.010793,-0.000742,0.77325,-0.77457,13.57503,-13.91372,-0.33869,-0.00132,0.013003,-0.013327,0.000741,-0.000742,14.34828,-14.68829,0.013744,-0.014069,-0.34001,14.445978,-14.68829,0.013837,-0.014069,29.134268,0,0,0,0,0,negative
34,8,26,2,2,0,38,14,24,2,54,592,40,14,0.008446,26,40,14,26,9.574673,-2.28069,7.293983,0.74406,0.016173,0.001257,-0.003853,0,0.74406,0,10.767333,-5.071008,5.696325,0.74406,0.018188,-0.008566,0.001257,0,11.511393,-5.071008,0.019445,-0.008566,6.440385,11.511393,-5.071008,0.019445,-0.008566,16.582402,0,1,0,0,0,positive
15,21,-6,-3,2,5,15,26,-11,-3,48,628,17,31,0.003185,-14,17,31,-14,3.67218,-7.969445,-4.297265,-1.05352,0.005847,0.000904,-0.01269,-0.002581,0.567425,-1.620945,3.67218,-9.842185,-6.170005,-1.05352,0.005847,-0.015672,0.000904,-0.002581,4.239605,-11.46313,0.006751,-0.018253,-7.223525,4.239605,-11.46313,0.006751,-0.018253,15.702735,0,0,0,0,0,negative
25,17,8,-1,5,3,27,21,6,2,56,738,32,24,0.00542,8,32,24,8,6.10258,-8.02047,-1.91789,-0.014217,0.008269,0.000177,-0.010868,-0.000196,0.678557,-0.62385,6.20768,-9.491995,-3.284315,0.054707,0.008411,-0.012862,0.000919,-0.000845,6.886237,-10.115845,0.009331,-0.013707,-3.229608,6.886237,-10.115845,0.009331,-0.013707,17.002082,0,0,0,0,0,negative
18,13,5,0,1,1,25,15,10,0,43,534,26,16,0.007491,10,26,17,9,5.39203,-4.312475,1.079555,-0.332605,0.010097,0.000155,-0.008076,-0.000777,0.08252,-0.415125,7.752723,-4.454335,3.298388,-0.332605,0.014518,-0.008341,0.000155,-0.000777,7.835243,-4.86946,0.014673,-0.009119,2.965783,7.835243,-5.52031,0.014673,-0.010338,13.355553,0,0,0,0,0,positive
35,12,23,0,4,3,37,19,18,1,63,778,41,22,0.003856,19,41,22,19,8.263655,-5.790255,2.4734,-0.30126,0.010622,0.000608,-0.007442,-0.000996,0.914898,-0.77457,8.56795,-8.703695,-0.135745,0.140328,0.011013,-0.011187,0.001176,-0.000996,9.482848,-9.478265,0.012189,-0.012183,0.004583,9.482848,-9.478265,0.012189,-0.012183,18.961113,0,0,0,0,0,negative
64,26,38,0,11,11,69,32,37,0,123,1872,80,43,0.002137,37,80,43,37,18.670057,-9.55134,9.118717,-0.154082,0.009973,0.000262,-0.005102,-0.000344,0.715079,-1.408294,20.047907,-12.785163,7.262744,-0.693215,0.010709,-0.00683,0.000382,-0.000752,20.762986,-14.193457,0.011091,-0.007582,6.569529,20.762986,-14.193457,0.011091,-0.007582,34.956443,0,0,0,0,0,negative
36,29,7,1,5,2,37,32,5,3,76,666,42,34,0.004505,8,42,34,8,12.93436,-9.54628,3.38808,0.598085,0.019421,0.001241,-0.014334,-0.000343,1.54983,-0.228495,12.95354,-10.520715,2.432826,1.321335,0.01945,-0.015797,0.002327,-0.000343,14.50337,-10.74921,0.021777,-0.01614,3.754161,14.50337,-10.74921,0.021777,-0.01614,25.25258,0,1,0,0,0,negative
45,11,34,2,6,3,50,15,35,3,74,704,56,18,0.004261,38,56,18,38,12.272663,-4.1481,8.124563,0.05108,0.017433,0.00133,-0.005892,-0.001257,1.11285,-0.885135,14.259003,-5.307637,8.951366,0.227715,0.020254,-0.007539,0.001581,-0.001257,15.371853,-6.192772,0.021835,-0.008797,9.179081,15.371853,-6.192772,0.021835,-0.008797,21.564624,0,1,0,0,0,positive
16,13,3,-2,2,5,23,14,9,-3,44,460,25,19,0.008696,6,25,19,6,4.912625,-5.43651,-0.523885,-0.30654,0.01068,0.000721,-0.011819,-0.001387,0.331695,-0.9616,7.75726,-5.788995,1.968265,-0.629905,0.016864,-0.012585,0.000721,-0.00209,8.088955,-6.750595,0.017585,-0.014675,1.33836,8.088955,-6.750595,0.017585,-0.014675,14.83955,0,0,0,0,0,negative
33,19,14,1,3,2,37,26,11,1,68,762,40,28,0.003937,12,40,28,12,8.318695,-4.47096,3.847735,0.15832,0.010917,0.000397,-0.005867,-0.00019,0.3028,-0.14448,9.097095,-8.288241,0.808855,0.15832,0.011938,-0.010877,0.000397,-0.00019,9.399895,-8.432721,0.012336,-0.011067,0.967175,9.399895,-8.432721,0.012336,-0.011067,17.832616,0,1,0,0,0,negative
15,13,2,2,3,2,21,17,4,1,43,450,24,19,0.011111,5,24,19,5,2.558483,-3.407025,-0.848543,-0.072078,0.005686,0.000762,-0.007571,-0.000923,0.343047,-0.784862,4.4946,-5.102105,-0.607505,-0.441815,0.009988,-0.011338,0.000762,-0.001744,4.837647,-5.886967,0.01075,-0.013082,-1.04932,4.837647,-5.886967,0.01075,-0.013082,10.724613,0,0,0,0,0,negative
35,13,22,6,7,2,39,18,21,5,66,738,46,20,0.00542,26,46,20,26,11.00786,-5.115488,5.892373,0.175142,0.014916,0.001091,-0.006932,-0.000854,0.805232,-1.00801,11.94173,-6.174259,5.767471,-0.202778,0.016181,-0.008366,0.001091,-0.001366,12.746962,-7.182269,0.017272,-0.009732,5.564693,12.746962,-7.182269,0.017272,-0.009732,19.929231,0,0,0,0,0,negative
51,34,17,-3,5,7,58,42,16,-2,113,1290,63,49,0.004651,14,63,50,13,10.997915,-9.360788,1.637128,-0.319112,0.008526,0.000194,-0.007256,-0.000441,0.412798,-0.56952,13.1047,-12.614976,0.489724,-0.156722,0.010159,-0.009779,0.00032,-0.000441,13.517498,-13.184496,0.010479,-0.010221,0.333003,13.517498,-13.868396,0.010479,-0.010751,27.385894,0,0,0,0,0,negative
39,18,21,2,4,2,45,24,21,2,76,740,49,26,0.005405,23,49,27,22,11.82452,-10.651575,1.172945,-0.098677,0.015979,0.000449,-0.014394,-0.000583,0.393613,-0.903743,14.000608,-12.060455,1.940153,-0.51013,0.01892,-0.016298,0.000532,-0.001221,14.394221,-12.964198,0.019452,-0.017519,1.430023,14.394221,-13.653158,0.019452,-0.01845,28.047379,0,0,0,0,0,negative
37,17,20,3,8,4,43,19,24,4,74,759,51,23,0.003953,28,51,23,28,10.53531,-6.06924,4.46607,0.234918,0.013881,0.001093,-0.007996,-0.000784,0.95356,-0.594998,12.76291,-6.424375,6.338535,0.358562,0.016815,-0.008464,0.001256,-0.000784,13.71647,-7.019373,0.018072,-0.009248,6.697097,13.71647,-7.019373,0.018072,-0.009248,20.735842,0,1,0,0,0,negative
17,20,-3,9,13,3,19,26,-7,10,61,650,32,29,0.007692,3,32,29,3,5.31861,-7.14552,-1.82691,1.126162,0.008182,0.002525,-0.010993,-0.000793,1.71948,-0.51516,5.692684,-9.2114,-3.518716,1.20432,0.008758,-0.014171,0.002645,-0.000793,7.412164,-9.72656,0.011403,-0.014964,-2.314396,7.412164,-9.72656,0.011403,-0.014964,17.138724,0,1,0,0,0,negative
40,22,18,5,8,2,48,34,14,6,92,1179,56,36,0.004241,20,56,36,20,8.42367,-6.808205,1.615465,0.01059,0.007145,0.000438,-0.005775,-0.000429,0.791155,-0.505245,9.98053,-11.68844,-1.70791,0.28591,0.008465,-0.009914,0.000671,-0.000429,10.771685,-12.193685,0.009136,-0.010342,-1.422,10.771685,-12.193685,0.009136,-0.010342,22.96537,0,0,0,0,0,negative
31,29,2,4,11,7,33,32,1,4,83,1173,44,39,0.001705,5,44,39,5,10.61355,-8.09346,2.52009,-0.31492,0.009048,0.001262,-0.0069,-0.001531,1.48043,-1.79535,11.35122,-10.07844,1.27278,-0.31492,0.009677,-0.008592,0.001262,-0.001531,12.83165,-11.87379,0.010939,-0.010123,0.95786,12.83165,-11.87379,0.010939,-0.010123,24.70544,0,1,0,0,0,negative
21,20,1,6,9,3,26,25,1,6,63,771,35,28,0.001297,7,35,28,7,7.83431,-9.411285,-1.576975,0.287751,0.010161,0.001029,-0.012207,-0.000655,0.792996,-0.505245,9.38716,-12.74364,-3.35648,0.287751,0.012175,-0.016529,0.001029,-0.000655,10.180156,-13.248885,0.013204,-0.017184,-3.068729,10.180156,-13.248885,0.013204,-0.017184,23.429041,0,0,0,0,0,negative
26,24,2,1,1,1,33,37,-4,0,72,759,34,38,0.01054,-4,34,38,-4,7.95737,-8.159733,-0.202363,0.35327,0.010484,0.000465,-0.010751,0,0.35327,-0.583875,10.738931,-12.546283,-1.807351,-0.230605,0.014149,-0.01653,0.000465,-0.000769,11.092201,-13.130158,0.014614,-0.017299,-2.037956,11.092201,-13.130158,0.014614,-0.017299,24.222359,0,0,0,0,0,negative
22,18,4,1,3,3,31,22,9,0,59,718,34,25,0.009749,9,34,25,9,6.328356,-7.88592,-1.557564,0.450452,0.008814,0.000829,-0.010983,-0.000201,0.594932,-0.616973,8.738498,-9.407128,-0.66863,-0.022042,0.012171,-0.013102,0.000829,-0.000859,9.33343,-10.024101,0.012999,-0.013961,-0.690672,9.33343,-10.024101,0.012999,-0.013961,19.357531,0,0,0,0,0,negative
41,31,10,8,9,0,45,36,9,9,90,1189,54,36,0.000841,18,54,36,18,13.685355,-11.765685,1.91967,0.418423,0.01151,0.000352,-0.009895,0,0.507553,0,15.433296,-13.100534,2.332763,0.507553,0.01298,-0.011018,0.000427,0,15.94085,-13.100534,0.013407,-0.011018,2.840316,15.94085,-13.100534,0.013407,-0.011018,29.041383,0,1,0,0,0,negative
35,15,20,5,5,0,38,22,16,5,65,804,43,22,0.001244,21,43,22,21,8.319823,-6.512595,1.807228,0.98909,0.010348,0.00123,-0.0081,0,0.98909,0,8.632946,-10.826198,-2.193253,0.98909,0.010737,-0.013465,0.00123,0,9.622036,-10.826198,0.011968,-0.013465,-1.204163,9.622036,-10.826198,0.011968,-0.013465,20.448234,0,1,0,0,0,negative
24,9,15,3,4,1,32,15,17,3,52,551,36,16,0.012704,20,36,16,20,7.55743,-2.90475,4.65268,0.74406,0.013716,0.00135,-0.005272,0,0.828935,-0.37792,11.5272,-4.750935,6.776265,0.451015,0.020921,-0.008622,0.001504,-0.000686,12.356135,-5.128855,0.022425,-0.009308,7.22728,12.356135,-5.128855,0.022425,-0.009308,17.48499,1,0,1,1,1,positive
62,32,30,8,10,3,76,42,34,7,131,1569,86,45,0.005099,41,86,45,41,13.309014,-9.551162,3.757852,0.39521,0.008482,0.000574,-0.006087,-0.000322,0.900455,-0.907548,15.295395,-12.049498,3.245897,-0.007093,0.009748,-0.00768,0.000574,-0.000578,16.19585,-12.957046,0.010322,-0.008258,3.238804,16.19585,-12.957046,0.010322,-0.008258,29.152896,0,0,0,0,0,negative
18,12,6,-1,2,3,19,15,4,-1,39,514,21,18,0.001946,3,21,18,3,6.38954,-6.16998,0.21956,-0.76889,0.012431,0.000553,-0.012004,-0.002049,0.28447,-1.05336,6.52206,-8.028985,-1.506925,-0.76889,0.012689,-0.015621,0.000553,-0.002049,6.80653,-9.082345,0.013242,-0.01767,-2.275815,6.80653,-9.082345,0.013242,-0.01767,15.888875,0,0,0,0,0,negative
32,22,10,2,3,2,35,26,9,1,66,816,38,28,0.001225,10,38,28,10,8.38115,-8.01804,0.36311,-0.267535,0.010271,0.000201,-0.009826,-0.000528,0.163715,-1.015125,10.096617,-8.881515,1.215102,-0.85141,0.012373,-0.010884,0.000201,-0.001244,10.260332,-9.89664,0.012574,-0.012128,0.363692,10.260332,-9.89664,0.012574,-0.012128,20.156972,0,0,1,1,1,negative
39,15,24,1,3,0,46,22,24,3,71,868,49,22,0.003456,27,49,22,27,7.41862,-4.54859,2.87003,0.12208,0.008547,0.000141,-0.00524,0,0.86614,0,9.790311,-6.769425,3.020886,0.86614,0.011279,-0.007799,0.000998,0,10.656451,-6.769425,0.012277,-0.007799,3.887026,10.656451,-6.769425,0.012277,-0.007799,17.425876,0,1,0,0,0,positive
24,14,10,6,6,0,26,21,5,6,53,541,32,21,0,11,32,21,11,5.55052,-4.62585,0.92467,0.652753,0.01026,0.001207,-0.008551,0,0.652753,0,6.43061,-8.671529,-2.240919,0.652753,0.011887,-0.016029,0.001207,0,7.083363,-8.671529,0.013093,-0.016029,-1.588166,7.083363,-8.671529,0.013093,-0.016029,15.754891,0,1,0,0,0,negative
34,15,19,-1,4,3,39,22,17,1,68,810,43,25,0.003704,18,43,25,18,10.94152,-5.816505,5.125015,0.299995,0.013508,0.00127,-0.007181,-0.000899,1.31282,-0.728355,12.41927,-8.820997,3.598273,0.584465,0.015332,-0.01089,0.001621,-0.000899,13.73209,-9.549352,0.016953,-0.011789,4.182738,13.73209,-9.549352,0.016953,-0.011789,23.281442,0,1,0,0,0,negative
29,20,9,7,10,2,31,31,0,8,74,1204,41,33,0.003322,8,41,33,8,8.42339,-4.78326,3.64013,0.500015,0.006996,0.000737,-0.003973,-0.000322,1.31131,-0.387435,9.00359,-8.93949,0.0641,0.923875,0.007478,-0.007425,0.001089,-0.000322,10.3149,-9.326925,0.008567,-0.007747,0.987975,10.3149,-9.326925,0.008567,-0.007747,19.641825,1,1,0,0,0,negative
35,10,25,-1,2,3,40,14,26,-1,59,727,42,17,0.005502,25,42,17,25,11.69975,-4.836345,6.863405,0.11689,0.016093,0.001042,-0.006652,-0.000881,0.7576,-0.64071,14.78013,-6.36883,8.4113,0.11689,0.02033,-0.00876,0.001042,-0.000881,15.53773,-7.00954,0.021372,-0.009642,8.52819,15.53773,-7.00954,0.021372,-0.009642,22.54727,0,1,1,1,1,negative
38,22,16,6,6,0,44,29,15,6,79,867,50,29,0,21,50,29,21,10.462715,-7.262453,3.200263,0.754198,0.012068,0.00087,-0.008377,0,0.754198,0,13.040811,-10.081065,2.959746,0.754198,0.015041,-0.011628,0.00087,0,13.795008,-10.081065,0.015911,-0.011628,3.713943,13.795008,-10.081065,0.015911,-0.011628,23.876073,0,1,0,0,0,negative
19,9,10,3,4,2,26,14,12,2,46,539,30,16,0.012987,14,30,16,14,5.088495,-3.77881,1.309685,0.391443,0.009441,0.000827,-0.007011,-0.000101,0.445803,-0.5427,7.26293,-5.610254,1.652677,-0.096897,0.013475,-0.010409,0.000827,-0.001007,7.708733,-6.152954,0.014302,-0.011415,1.55578,7.708733,-6.152954,0.014302,-0.011415,13.861687,0,0,0,0,0,negative
19,8,11,5,6,1,22,11,11,5,40,481,28,12,0.004158,16,28,12,16,6.35082,-3.78447,2.56635,0.55413,0.013203,0.001152,-0.007868,0,0.730765,-0.323365,8.1335,-5.396035,2.737465,0.4074,0.01691,-0.011218,0.001519,-0.000672,8.864265,-5.7194,0.018429,-0.011891,3.144865,8.864265,-5.7194,0.018429,-0.011891,14.583665,1,0,1,1,1,negative
27,6,21,2,4,0,31,15,16,4,50,741,35,15,0.006748,20,35,15,20,7.60237,-1.186365,6.416005,0.54585,0.01026,0.000737,-0.001601,0,0.987438,0,9.66803,-4.631509,5.036521,0.987438,0.013047,-0.00625,0.001333,0,10.655468,-4.631509,0.01438,-0.00625,6.023959,10.655468,-4.631509,0.01438,-0.00625,15.286977,0,1,0,0,0,negative
18,9,9,3,3,0,20,12,8,3,35,543,23,12,0.001842,11,23,12,11,3.34055,-2.690845,0.649705,0.5129,0.006152,0.000945,-0.004956,0,0.5129,0,3.723708,-3.664986,0.058722,0.5129,0.006858,-0.00675,0.000945,0,4.236608,-3.664986,0.007802,-0.00675,0.571622,4.236608,-3.664986,0.007802,-0.00675,7.901593,0,1,0,0,0,negative
32,9,23,7,9,1,40,12,28,8,62,699,49,13,0.004292,36,49,13,36,9.59742,-2.939813,6.657608,0.620865,0.01373,0.001017,-0.004206,-0.000129,0.772025,-0.09012,12.126473,-4.066167,8.060305,0.681905,0.017348,-0.005817,0.001104,-0.000129,12.898498,-4.156288,0.018453,-0.005946,8.74221,12.898498,-4.156288,0.018453,-0.005946,17.054785,0,1,0,0,0,positive
23,19,4,0,2,3,25,28,-3,-1,58,609,27,31,0.009852,-4,27,31,-4,5.913065,-7.25673,-1.343665,0.38237,0.009709,0.000842,-0.011916,-0.000214,0.51287,-0.58924,6.358085,-11.619855,-5.26177,-0.07637,0.01044,-0.01908,0.000842,-0.000968,6.870955,-12.209095,0.011282,-0.020048,-5.33814,6.870955,-12.209095,0.011282,-0.020048,19.08005,0,0,0,0,0,negative
20,18,2,0,0,1,21,18,3,-1,40,521,21,19,0.001919,2,21,19,2,6.6966,-5.48001,1.21659,0,0.012853,0,-0.010518,0,0,-0.304605,7.78176,-5.48001,2.30175,-0.304605,0.014936,-0.010518,0,-0.000585,7.78176,-5.784615,0.014936,-0.011103,1.997145,7.78176,-5.784615,0.014936,-0.011103,13.566375,0,0,1,1,1,negative
31,24,7,0,5,6,34,29,5,-1,74,871,39,35,0.005741,4,39,35,4,7.70011,-7.28526,0.41485,-0.471205,0.008841,0.000721,-0.008364,-0.001262,0.80663,-2.06137,9.305105,-8.781625,0.52348,-1.25474,0.010683,-0.010082,0.000926,-0.002367,10.111735,-10.842995,0.011609,-0.012449,-0.73126,10.111735,-10.842995,0.011609,-0.012449,20.95473,0,0,0,0,0,positive
19,10,9,0,1,1,23,12,11,0,37,534,24,13,0,11,24,13,11,3.13091,-3.65064,-0.51973,0.30067,0.005863,0.000732,-0.006836,-0.000169,0.39079,-0.09012,4.79539,-5.103516,-0.308126,0.30067,0.00898,-0.009557,0.000732,-0.000169,5.18618,-5.193636,0.009712,-0.009726,-0.007456,5.18618,-5.193636,0.009712,-0.009726,10.379816,0,1,0,0,0,negative
23,18,5,0,3,3,25,24,1,0,55,609,28,27,0.003284,1,28,27,1,6.09278,-5.615448,0.477332,0.58776,0.010005,0.001763,-0.009221,-0.000797,1.07337,-0.48561,7.170701,-7.034435,0.136266,0.58776,0.011775,-0.011551,0.001763,-0.000797,8.244071,-7.520045,0.013537,-0.012348,0.724026,8.244071,-7.520045,0.013537,-0.012348,15.764116,0,1,0,0,0,negative
21,6,15,-1,0,1,25,8,17,-1,34,626,25,9,0.003195,16,25,9,16,5.86492,-1.890105,3.974815,-0.09012,0.009369,0,-0.003019,-0.000144,0,-0.09012,7.47002,-2.491725,4.978295,-0.09012,0.011933,-0.00398,0,-0.000144,7.47002,-2.581845,0.011933,-0.004124,4.888175,7.47002,-2.581845,0.011933,-0.004124,10.051865,0,0,0,0,0,positive
20,21,-1,1,2,1,21,27,-6,1,51,573,23,28,0,-5,23,28,-5,5.70982,-9.742058,-4.032238,0.045295,0.009965,0.000524,-0.017002,-0.000445,0.30034,-0.255045,5.85202,-12.586965,-6.734945,0.045295,0.010213,-0.021967,0.000524,-0.000445,6.15236,-12.84201,0.010737,-0.022412,-6.68965,6.15236,-12.84201,0.010737,-0.022412,18.99437,0,0,0,0,0,negative
19,18,1,4,6,2,22,19,3,4,49,736,28,21,0,7,28,21,7,5.56601,-7.873185,-2.307175,0.10637,0.007563,0.001123,-0.010697,-0.000979,0.82658,-0.72021,5.963732,-7.908975,-1.945243,0.10637,0.008103,-0.010746,0.001123,-0.000979,6.790312,-8.629185,0.009226,-0.011724,-1.838873,6.790312,-8.629185,0.009226,-0.011724,15.419497,0,0,0,0,0,negative
44,15,29,3,5,3,46,18,28,2,72,656,51,21,0.003049,30,51,21,30,9.650032,-6.047955,3.602077,0.19509,0.01471,0.001134,-0.009219,-0.000837,0.74406,-0.96645,9.763792,-7.586585,2.177207,-0.22239,0.014884,-0.011565,0.001134,-0.001473,10.507852,-8.553035,0.016018,-0.013038,1.954817,10.507852,-8.553035,0.016018,-0.013038,19.060887,0,0,0,0,0,negative
36,14,22,1,5,4,40,16,24,1,66,814,45,20,0.003686,25,46,20,26,8.003937,-3.768,4.235938,0.853835,0.009833,0.001128,-0.004629,-0.000079,0.91811,-0.064275,8.869259,-4.57812,4.291139,0.853835,0.010896,-0.005624,0.001128,-0.000079,9.787369,-4.642395,0.012024,-0.005703,5.144974,9.869889,-4.642395,0.012125,-0.005703,14.512284,0,1,0,0,0,positive
21,8,13,4,5,0,25,11,14,5,41,521,30,11,0,19,30,11,19,7.25699,-1.94305,5.31394,0.889117,0.013929,0.001707,-0.003729,0,1.011197,0,9.040303,-2.711883,6.32842,1.011197,0.017352,-0.005205,0.001941,0,10.051499,-2.711883,0.019293,-0.005205,7.339617,10.051499,-2.711883,0.019293,-0.005205,12.763382,1,1,1,1,1,negative
22,19,3,-2,1,3,26,22,4,-2,52,615,27,25,0,2,27,25,2,5.0282,-8.42352,-3.39532,-0.09482,0.008176,0.000635,-0.013697,-0.00079,0.39079,-0.48561,6.396,-10.354995,-3.958995,-0.09482,0.0104,-0.016837,0.000635,-0.00079,6.78679,-10.840605,0.011035,-0.017627,-4.053815,6.78679,-10.840605,0.011035,-0.017627,17.627395,0,0,0,0,0,negative
24,13,11,5,7,2,30,15,15,5,54,653,37,17,0.004594,20,37,17,20,6.57263,-6.05214,0.52049,0.037473,0.010065,0.001022,-0.009268,-0.000965,0.78532,-1.08883,10.53248,-6.20763,4.32485,-0.30351,0.016129,-0.009506,0.001203,-0.001667,11.3178,-7.29646,0.017332,-0.011174,4.02134,11.3178,-7.29646,0.017332,-0.011174,18.61426,0,0,1,1,1,positive
23,14,9,1,1,1,30,17,13,0,49,497,31,18,0.006036,13,31,18,13,6.66073,-4.520425,2.140305,0.08252,0.013402,0.000166,-0.009095,0,0.08252,-0.12496,10.92796,-5.544041,5.383919,-0.04244,0.021988,-0.011155,0.000166,-0.000251,11.01048,-5.669001,0.022154,-0.011406,5.341479,11.01048,-5.669001,0.022154,-0.011406,16.679481,0,0,1,1,1,negative
13,21,-8,6,7,2,14,23,-9,5,46,757,21,25,0.001321,-4,21,25,-4,3.97303,-8.103255,-4.130225,0.265067,0.005248,0.00092,-0.010704,-0.00057,0.696317,-0.48561,4.12058,-9.73455,-5.61397,0.210707,0.005443,-0.012859,0.00092,-0.000641,4.816897,-10.22016,0.006363,-0.013501,-5.403263,4.816897,-10.22016,0.006363,-0.013501,15.037057,0,0,0,0,0,negative
47,27,20,3,3,0,48,30,18,3,81,868,51,30,0.001152,21,51,30,21,13.08655,-6.1263,6.96025,0.74406,0.015077,0.000857,-0.007058,0,0.74406,0,13.83669,-8.48588,5.35081,0.74406,0.015941,-0.009776,0.000857,0,14.58075,-8.48588,0.016798,-0.009776,6.09487,14.58075,-8.48588,0.016798,-0.009776,23.06663,0,1,0,0,0,positive
